INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
232026768,1831,,SICK ASSIST,E13, ,0,2023-04-07 09:38:00+00,2023,4,Friday,9,,AMORY ST,42.319933286272914,-71.09941432092833,"(42.319933286272914, -71.09941432092833)"
232026791,530,,BREAKING AND ENTERING (B&E) MOTOR VEHICLE,D4, ,0,2023-04-07 09:46:00+00,2023,4,Friday,9,,COLUMBUS AVE,42.3483427022463,-71.07222530179264,"(42.3483427022463, -71.07222530179264)"
232026766,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2, ,0,2023-04-07 09:52:00+00,2023,4,Friday,9,,DEVON ST,42.31038717049575,-71.08054530220792,"(42.31038717049575, -71.08054530220792)"
232026808,3006,,SICK/INJURED/MEDICAL - PERSON,A1, ,0,2023-04-07 10:00:00+00,2023,4,Friday,10,,N WASHINGTON ST,42.36752450032932,-71.05909999888424,"(42.36752450032932, -71.05909999888424)"
232026763,617,,LARCENY THEFT FROM BUILDING,B2, ,0,2023-04-07 10:02:00+00,2023,4,Friday,10,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
232026774,1402,,VANDALISM,D4, ,0,2023-04-07 10:05:00+00,2023,4,Friday,10,,COMMONWEALTH AVE,42.35257169735742,-71.0749162975368,"(42.35257169735742, -71.0749162975368)"
232026786,1831,,SICK ASSIST,E5,732,0,2023-04-07 10:11:00+00,2023,4,Friday,10,,SHERBROOK ST,42.28472959228024,-71.16373792040744,"(42.28472959228024, -71.16373792040744)"
232026830,3115,,INVESTIGATE PERSON,B3, ,0,2023-04-07 10:18:00+00,2023,4,Friday,10,,KINGBIRD RD,42.292340258639264,-71.09338240488354,"(42.292340258639264, -71.09338240488354)"
232026792,3115,,INVESTIGATE PERSON,B2, ,0,2023-04-07 10:27:00+00,2023,4,Friday,10,,WARREN ST,42.319932952772376,-71.08157395179997,"(42.319932952772376, -71.08157395179997)"
232026811,3125,,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),A1, ,0,2023-04-07 10:28:00+00,2023,4,Friday,10,,AVERY ST,42.3532756075195,-71.06345772204415,"(42.3532756075195, -71.06345772204415)"
232026801,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1, ,0,2023-04-07 10:35:00+00,2023,4,Friday,10,,"ANTHONY RIP VALENTI WAY & CANAL ST
BOSTON  MA 0211",42.364360005049114,-71.05988997215243,"(42.364360005049114, -71.05988997215243)"
232026788,3115,,INVESTIGATE PERSON,C11, ,0,2023-04-07 10:37:00+00,2023,4,Friday,10,,WASHINGTON ST,42.30022550805351,-71.0746831311047,"(42.30022550805351, -71.0746831311047)"
232026804,1831,,SICK ASSIST,C11,387,0,2023-04-07 11:02:00+00,2023,4,Friday,11,,GRANITE AVE,42.27964029376284,-71.05445675138854,"(42.27964029376284, -71.05445675138854)"
232026796,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E18, ,0,2023-04-07 11:02:00+00,2023,4,Friday,11,,AMERICAN LEGION HWY,42.275313114971155,-71.11587797694025,"(42.275313114971155, -71.11587797694025)"
232026789,613,,LARCENY SHOPLIFTING,D14, ,0,2023-04-07 11:03:00+00,2023,4,Friday,11,,BRIGHTON AVE,42.35329785070248,-71.1340502835668,"(42.35329785070248, -71.1340502835668)"
232026802,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1, ,0,2023-04-07 11:15:00+00,2023,4,Friday,11,,ARCH ST,42.354873651464594,-71.05861218049148,"(42.354873651464594, -71.05861218049148)"
232026803,3801,,M/V ACCIDENT - OTHER,E18, ,0,2023-04-07 11:15:00+00,2023,4,Friday,11,,WESTMINSTER ST,42.265641214028285,-71.11208798666095,"(42.265641214028285, -71.11208798666095)"
232026817,2647,,THREATS TO DO BODILY HARM,C11,243,0,2023-04-07 11:15:00+00,2023,4,Friday,11,,PLEASANT ST,42.31609411185588,-71.05958957292842,"(42.31609411185588, -71.05958957292842)"
232026799,1831,,SICK ASSIST,C6, ,0,2023-04-07 11:21:00+00,2023,4,Friday,11,,DORCHESTER AVE,42.321374273916476,-71.05679486212327,"(42.321374273916476, -71.05679486212327)"
232026806,3115,,INVESTIGATE PERSON,A1,123,0,2023-04-07 11:37:00+00,2023,4,Friday,11,,NASSAU ST,42.34880604399624,-71.06285446968663,"(42.34880604399624, -71.06285446968663)"
232026797,3112,,LANDLORD - TENANT,B2, ,0,2023-04-07 11:39:00+00,2023,4,Friday,11,,ALBION ST,42.32203839786156,-71.07140396187495,"(42.32203839786156, -71.07140396187495)"
232026810,3301,,VERBAL DISPUTE,D4, ,0,2023-04-07 11:40:00+00,2023,4,Friday,11,,BROOKLINE AVE,42.344107176008926,-71.10180259926005,"(42.344107176008926, -71.10180259926005)"
232026753,2647,,THREATS TO DO BODILY HARM,D4, ,0,2023-04-06 11:25:00+00,2023,4,Thursday,11,,BERKELEY ST,42.35101359529391,-71.07293512728324,"(42.35101359529391, -71.07293512728324)"
232026545,3114,,INVESTIGATE PROPERTY,A1,74,0,2023-04-06 14:18:00+00,2023,4,Thursday,14,,"MERRIMAC ST & STANIFORD ST
BOSTON  MA 02114
UNITED",42.36385501971724,-71.06342994166809,"(42.36385501971724, -71.06342994166809)"
232026552,613,,LARCENY SHOPLIFTING,A7,26,0,2023-04-06 14:48:00+00,2023,4,Thursday,14,,BORDER STREET,,,
232026739,1102,,FRAUD - FALSE PRETENSE / SCHEME,E5, ,0,2023-04-06 17:00:00+00,2023,4,Thursday,17,,CENTRE ST,42.28709355259107,-71.14822128377165,"(42.28709355259107, -71.14822128377165)"
232026643,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3, ,0,2023-04-06 19:19:00+00,2023,4,Thursday,19,,"ITASCA ST & ALMONT ST
MATTAPAN  MA 02126
UNITED ST",42.27764797177851,-71.09812501370617,"(42.27764797177851, -71.09812501370617)"
232026784,3410,,TOWED MOTOR VEHICLE,E13,641,0,2023-04-07 00:00:00+00,2023,4,Friday,0,,CENTRE ST,42.316748109473124,-71.11356249137687,"(42.316748109473124, -71.11356249137687)"
232026725,3207,,PROPERTY - FOUND,A1,78,0,2023-04-07 00:00:00+00,2023,4,Friday,0,,"SURFACE RD & SUDBURY ST
BOSTON  MA 02114
UNITED ST",42.36277001661033,-71.05750005841763,"(42.36277001661033, -71.05750005841763)"
232026915,3114,,INVESTIGATE PROPERTY,C11, ,0,2023-04-07 00:00:00+00,2023,4,Friday,0,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
232026919,1107,,FRAUD - IMPERSONATION,A1,115,0,2023-04-07 00:00:00+00,2023,4,Friday,0,,LINCOLN ST,42.3520179408164,-71.05811580493632,"(42.3520179408164, -71.05811580493632)"
232026928,3115,,INVESTIGATE PERSON,E13,574,0,2023-04-07 00:00:00+00,2023,4,Friday,0,,WASHINGTON ST,42.30971856767274,-71.10429431787648,"(42.30971856767274, -71.10429431787648)"
232029444,2604,,EXTORTION OR BLACKMAIL,C6,200,0,2023-04-07 00:01:00+00,2023,4,Friday,0,,W BROADWAY,42.341287504390436,-71.05467932649397,"(42.341287504390436, -71.05467932649397)"
232026793,1402,,VANDALISM,D4, ,0,2023-04-07 00:01:00+00,2023,4,Friday,0,,TREMONT ST,42.34440737563691,-71.07081090696109,"(42.34440737563691, -71.07081090696109)"
232026715,3301,,VERBAL DISPUTE,C11, ,0,2023-04-07 00:19:00+00,2023,4,Friday,0,,MONSIGNOR PATRICK J. LYDON WAY,42.28985428604044,-71.05663007495858,"(42.28985428604044, -71.05663007495858)"
232026714,3410,,TOWED MOTOR VEHICLE,C6, ,0,2023-04-07 00:28:00+00,2023,4,Friday,0,,DOUGLAS ST,42.330923452748735,-71.04276252025694,"(42.330923452748735, -71.04276252025694)"
232026719,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,0,2023-04-07 00:50:00+00,2023,4,Friday,0,,BERKSHIRE ST & BEAUMONT ST,42.285399019451944,-71.05722402711919,"(42.285399019451944, -71.05722402711919)"
232026717,3201,,PROPERTY - LOST/ MISSING,A7, ,0,2023-04-07 00:51:00+00,2023,4,Friday,0,,E EAGLE ST,42.381325051436406,-71.02804009577999,"(42.381325051436406, -71.02804009577999)"
232026723,1831,,SICK ASSIST,B3, ,0,2023-04-07 00:51:00+00,2023,4,Friday,0,,W SELDEN ST,42.27376815686236,-71.08919672562253,"(42.27376815686236, -71.08919672562253)"
232026794,1402,,VANDALISM,C11, ,0,2023-04-07 01:00:00+00,2023,4,Friday,1,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
232026721,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,111,0,2023-04-07 01:18:00+00,2023,4,Friday,1,,"TEMPLE PL & WASHINGTON ST
BOSTON  MA 02111
UNITED ",42.35478999773886,-71.06122995591537,"(42.35478999773886, -71.06122995591537)"
232026921,3106,,PROPERTY - ACCIDENTAL DAMAGE,A1,86,0,2023-04-07 01:50:00+00,2023,4,Friday,1,,BARTLETT PL,42.364200984398,-71.05604323079628,"(42.364200984398, -71.05604323079628)"
232026887,724,,AUTO THEFT,B3, ,0,2023-04-07 02:00:00+00,2023,4,Friday,2,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
232026835,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,464,0,2023-04-07 02:00:00+00,2023,4,Friday,2,,"BLUE HILL AVE & HANSBOROUGH ST
DORCHESTER  MA 0212",42.287883037286704,-71.09034295052116,"(42.287883037286704, -71.09034295052116)"
232026726,617,,LARCENY THEFT FROM BUILDING,D4, ,0,2023-04-07 02:50:00+00,2023,4,Friday,2,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
232026805,613,,LARCENY SHOPLIFTING,A1, ,0,2023-04-07 11:45:00+00,2023,4,Friday,11,,WASHINGTON ST,42.355123390368036,-71.06087979851635,"(42.355123390368036, -71.06087979851635)"
232026821,3115,,INVESTIGATE PERSON,D14,793,0,2023-04-07 11:56:00+00,2023,4,Friday,11,,COMMONWEALTH AVE,42.348664883669045,-71.13885317888634,"(42.348664883669045, -71.13885317888634)"
232027594,1402,,VANDALISM,C11, ,0,2023-04-07 12:00:00+00,2023,4,Friday,12,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
232026818,3114,,INVESTIGATE PROPERTY,A1, ,0,2023-04-07 12:00:00+00,2023,4,Friday,12,,LEGENDS WAY,42.36643546331782,-71.06135412537031,"(42.36643546331782, -71.06135412537031)"
232026807,3115,,INVESTIGATE PERSON,D4, ,0,2023-04-07 12:13:00+00,2023,4,Friday,12,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
232026812,1831,,SICK ASSIST,A1, ,0,2023-04-07 12:20:00+00,2023,4,Friday,12,,NEW CHARDON ST,42.3626074984039,-71.06132725274803,"(42.3626074984039, -71.06132725274803)"
232026904,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18, ,0,2023-04-07 12:30:00+00,2023,4,Friday,12,,"RIVER ST & BUSINESS ST
BOSTON  MA 02136
UNITED STA",42.25070999658096,-71.13088997035823,"(42.25070999658096, -71.13088997035823)"
232026809,3115,,INVESTIGATE PERSON,C11, ,0,2023-04-07 12:30:00+00,2023,4,Friday,12,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
232026814,1831,,SICK ASSIST,D4, ,0,2023-04-07 12:35:00+00,2023,4,Friday,12,,BOYLSTON ST,42.344422658102836,-71.09833082815538,"(42.344422658102836, -71.09833082815538)"
232026826,3115,,INVESTIGATE PERSON,D4, ,0,2023-04-07 12:41:00+00,2023,4,Friday,12,,CLARENDON ST,42.348546356479176,-71.07416608803729,"(42.348546356479176, -71.07416608803729)"
232026823,540,,BURGLARY - COMMERICAL,A1,112,0,2023-04-07 12:50:00+00,2023,4,Friday,12,,WASHINGTON ST,42.355123390368036,-71.06087979851635,"(42.355123390368036, -71.06087979851635)"
232026813,3201,,PROPERTY - LOST/ MISSING,B2, ,0,2023-04-07 12:53:00+00,2023,4,Friday,12,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
232029253,616,,LARCENY THEFT OF BICYCLE,A1,77,0,2023-04-07 13:00:00+00,2023,4,Friday,13,,NEW SUDBURY ST,42.361838566564714,-71.05976489094158,"(42.361838566564714, -71.05976489094158)"
232026843,1831,,SICK ASSIST,D4, ,0,2023-04-07 13:03:00+00,2023,4,Friday,13,,W DEDHAM ST,42.34186764975369,-71.07272214723805,"(42.34186764975369, -71.07272214723805)"
232026827,3106,,PROPERTY - ACCIDENTAL DAMAGE,A15, ,0,2023-04-07 13:13:00+00,2023,4,Friday,13,,MEDFORD ST,42.382365865293814,-71.0653491194627,"(42.382365865293814, -71.0653491194627)"
232026845,2647,,THREATS TO DO BODILY HARM,B2, ,0,2023-04-07 13:16:00+00,2023,4,Friday,13,,BLUE HILL AVE,42.31385823782417,-71.07929233062023,"(42.31385823782417, -71.07929233062023)"
232026847,619,,LARCENY ALL OTHERS,D4, ,0,2023-04-07 13:23:00+00,2023,4,Friday,13,,BOYLSTON ST,42.348623815554966,-71.08277637086411,"(42.348623815554966, -71.08277637086411)"
232026833,1402,,VANDALISM,B3, ,0,2023-04-07 13:26:00+00,2023,4,Friday,13,,WALES ST,42.29552025556787,-71.08420476281002,"(42.29552025556787, -71.08420476281002)"
232026837,1402,,VANDALISM,D14, ,0,2023-04-07 13:33:00+00,2023,4,Friday,13,,BRAINERD RD,42.34748342366138,-71.13363158262618,"(42.34748342366138, -71.13363158262618)"
232026863,801,,ASSAULT - SIMPLE,A7,12,0,2023-04-07 13:40:00+00,2023,4,Friday,13,,ADDISON ST,42.38549646920823,-71.01681643489226,"(42.38549646920823, -71.01681643489226)"
232026841,3410,,TOWED MOTOR VEHICLE,A1, ,0,2023-04-07 13:43:00+00,2023,4,Friday,13,,CANAL ST,42.364895270027304,-71.06050249015775,"(42.364895270027304, -71.06050249015775)"
232026854,613,,LARCENY SHOPLIFTING,E13, ,0,2023-04-07 13:44:00+00,2023,4,Friday,13,,COLUMBUS AVE,42.31771534184127,-71.09823048867534,"(42.31771534184127, -71.09823048867534)"
232026851,1831,,SICK ASSIST,B2, ,0,2023-04-07 13:49:00+00,2023,4,Friday,13,,ANNUNCIATION RD,42.335062177633304,-71.0931678123782,"(42.335062177633304, -71.0931678123782)"
232026868,801,,ASSAULT - SIMPLE,A1, ,0,2023-04-07 13:56:00+00,2023,4,Friday,13,,FULTON ST,42.36293610909294,-71.0525379472723,"(42.36293610909294, -71.0525379472723)"
232026882,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,C6,174,0,2023-04-07 13:58:00+00,2023,4,Friday,13,,FRONTAGE RD,42.34132308378126,-71.06246896394853,"(42.34132308378126, -71.06246896394853)"
232027979,801,,ASSAULT - SIMPLE,E13, ,0,2023-04-07 14:00:00+00,2023,4,Friday,14,,FOREST HILLS ST,42.304922390406674,-71.10298073423411,"(42.304922390406674, -71.10298073423411)"
232026861,3115,,INVESTIGATE PERSON,C11,257,0,2023-04-07 14:00:00+00,2023,4,Friday,14,,HANCOCK ST,42.31043399746241,-71.06134009762133,"(42.31043399746241, -71.06134009762133)"
232026860,3115,,INVESTIGATE PERSON,B3,466,0,2023-04-07 14:02:00+00,2023,4,Friday,14,,GOODALE RD,42.28362830278812,-71.0934955275648,"(42.28362830278812, -71.0934955275648)"
232026866,3410,,TOWED MOTOR VEHICLE,D4, ,0,2023-04-07 14:06:00+00,2023,4,Friday,14,,EXETER ST,42.34909821483127,-71.079296180871,"(42.34909821483127, -71.079296180871)"
232026856,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,B2, ,0,2023-04-07 14:07:00+00,2023,4,Friday,14,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
232026903,3207,,PROPERTY - FOUND,D4, ,0,2023-04-07 14:20:00+00,2023,4,Friday,14,,"DARTMOUTH ST & BOYLSTON ST
BOSTON  MA 02116
UNITED",42.350080001891534,-71.07734997773767,"(42.350080001891534, -71.07734997773767)"
232026846,3115,,INVESTIGATE PERSON,D4, ,0,2023-04-07 14:23:00+00,2023,4,Friday,14,,HUNTINGTON AVE,42.347309797634516,-71.0791516658207,"(42.347309797634516, -71.0791516658207)"
232026893,3115,,INVESTIGATE PERSON,A7,26,0,2023-04-07 14:30:00+00,2023,4,Friday,14,,BORDER ST,42.373827551621346,-71.04052458543525,"(42.373827551621346, -71.04052458543525)"
232026889,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,123,0,2023-04-07 14:30:00+00,2023,4,Friday,14,,WASHINGTON ST,42.34874244471528,-71.06396897460544,"(42.34874244471528, -71.06396897460544)"
232026865,3115,,INVESTIGATE PERSON,D4, ,0,2023-04-07 14:34:00+00,2023,4,Friday,14,,SAINT BOTOLPH ST,42.34348107122344,-71.08250255726202,"(42.34348107122344, -71.08250255726202)"
232026855,2670,,HARASSMENT/ CRIMINAL HARASSMENT,C11, ,0,2023-04-07 14:35:00+00,2023,4,Friday,14,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
232026869,3115,,INVESTIGATE PERSON,A1, ,0,2023-04-07 14:38:00+00,2023,4,Friday,14,,SALEM ST,42.365919064367304,-71.05503362269363,"(42.365919064367304, -71.05503362269363)"
232026920,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,0,2023-04-07 14:50:00+00,2023,4,Friday,14,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
232026891,3115,,INVESTIGATE PERSON,D14,939,0,2023-04-07 15:00:00+00,2023,4,Friday,15,,N BEACON ST,42.356660761595265,-71.15104266703132,"(42.356660761595265, -71.15104266703132)"
232027132,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6, ,0,2023-04-07 15:00:00+00,2023,4,Friday,15,,W BROADWAY,42.341287504390436,-71.05467932649397,"(42.341287504390436, -71.05467932649397)"
232027415,520,,BURGLARY - RESIDENTIAL,D14, ,0,2023-04-07 15:00:00+00,2023,4,Friday,15,,QUINT AVE,42.35194779908586,-71.13410791394102,"(42.35194779908586, -71.13410791394102)"
232026971,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,97,0,2023-04-07 15:01:00+00,2023,4,Friday,15,,"SCHOOL ST & WASHINGTON ST
BOSTON  MA 02108
UNITED ",42.35740999716614,-71.05832995862431,"(42.35740999716614, -71.05832995862431)"
232026879,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B3, ,0,2023-04-07 15:03:00+00,2023,4,Friday,15,,NORWELL ST,42.293511436152215,-71.07778766575197,"(42.293511436152215, -71.07778766575197)"
232027060,3115,,INVESTIGATE PERSON,A1,112,0,2023-04-07 15:04:00+00,2023,4,Friday,15,,WASHINGTON ST,42.355123390368036,-71.06087979851635,"(42.355123390368036, -71.06087979851635)"
232026897,3802,,M/V ACCIDENT - PROPERTY DAMAGE,A7, ,0,2023-04-07 15:10:00+00,2023,4,Friday,15,,BORDER ST,42.37620266818903,-71.03979926160173,"(42.37620266818903, -71.03979926160173)"
232026884,3115,,INVESTIGATE PERSON,B3,428,0,2023-04-07 15:11:00+00,2023,4,Friday,15,,LESTON ST,42.28349152827261,-71.08991287608248,"(42.28349152827261, -71.08991287608248)"
232028162,617,,LARCENY THEFT FROM BUILDING,C6, ,0,2023-04-07 15:15:00+00,2023,4,Friday,15,,DISTRICT AVE,,,
232026896,3115,,INVESTIGATE PERSON,C11, ,0,2023-04-07 15:15:00+00,2023,4,Friday,15,,DORCHESTER AVE,42.27839920113053,-71.06636305093119,"(42.27839920113053, -71.06636305093119)"
232026902,1831,,SICK ASSIST,A15, ,0,2023-04-07 15:19:00+00,2023,4,Friday,15,,SHERMAN ST,42.38670914816428,-71.07666219345347,"(42.38670914816428, -71.07666219345347)"
232026886,3301,,VERBAL DISPUTE,E13, ,0,2023-04-07 15:22:00+00,2023,4,Friday,15,,CENTRE ST,42.32291406263416,-71.10328402059667,"(42.32291406263416, -71.10328402059667)"
232026883,1108,,FRAUD - WELFARE,B2, ,0,2023-04-07 15:29:00+00,2023,4,Friday,15,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
232026910,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,0,2023-04-07 15:30:00+00,2023,4,Friday,15,,WASHINGTON ST,42.33767952467607,-71.07529118635851,"(42.33767952467607, -71.07529118635851)"
232029267,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C11, ,0,2023-04-07 15:30:00+00,2023,4,Friday,15,,NEPONSET AVE,42.29711149196104,-71.05614405452225,"(42.29711149196104, -71.05614405452225)"
232027912,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,E5, ,0,2023-04-07 15:30:00+00,2023,4,Friday,15,,BELGRADE AVE,42.28603823075549,-71.1453148603431,"(42.28603823075549, -71.1453148603431)"
232026890,801,,ASSAULT - SIMPLE,E18, ,0,2023-04-07 15:33:00+00,2023,4,Friday,15,,RIVER ST,42.25777765180007,-71.11906854485365,"(42.25777765180007, -71.11906854485365)"
232026936,613,,LARCENY SHOPLIFTING,D4, ,0,2023-04-07 15:38:00+00,2023,4,Friday,15,,NEWBURY ST,42.34840576247316,-71.08688338740227,"(42.34840576247316, -71.08688338740227)"
232026894,3004,,INJURY BICYCLE NO M/V INVOLVED,D4, ,0,2023-04-07 15:45:00+00,2023,4,Friday,15,,BEACON ST,42.346426404366845,-71.1061141068796,"(42.346426404366845, -71.1061141068796)"
232026932,3115,,INVESTIGATE PERSON,B3, ,0,2023-04-07 15:47:00+00,2023,4,Friday,15,,GOODALE RD,42.28362830278812,-71.0934955275648,"(42.28362830278812, -71.0934955275648)"
232026917,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B3, ,0,2023-04-07 15:49:00+00,2023,4,Friday,15,,WENTWORTH TER,42.286494348147265,-71.07406771203411,"(42.286494348147265, -71.07406771203411)"
232026905,3502,,MISSING PERSON - LOCATED,E18, ,0,2023-04-07 15:56:00+00,2023,4,Friday,15,,MAYNARD ST,42.27582804651564,-71.12405976254719,"(42.27582804651564, -71.12405976254719)"
232026907,613,,LARCENY SHOPLIFTING,D4, ,0,2023-04-07 15:57:00+00,2023,4,Friday,15,,RING RD,42.3481315830497,-71.08027001562783,"(42.3481315830497, -71.08027001562783)"
232028260,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,16,0,2023-04-07 16:00:00+00,2023,4,Friday,16,,EAST EAGLE STREET,,,
232027340,3115,,INVESTIGATE PERSON,D4, ,0,2023-04-07 16:00:00+00,2023,4,Friday,16,,BOYLSTON ST,42.34815228754774,-71.08450820888524,"(42.34815228754774, -71.08450820888524)"
232028952,3501,,MISSING PERSON,, ,0,2023-04-07 16:00:00+00,2023,4,Friday,16,,HARISSON AVE,,,
232026952,3115,,INVESTIGATE PERSON,E5, ,0,2023-04-07 16:13:00+00,2023,4,Friday,16,,CENTRE ST,42.28709355259107,-71.14822128377165,"(42.28709355259107, -71.14822128377165)"
232027072,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,0,2023-04-07 16:15:00+00,2023,4,Friday,16,,UNION PARK ST,42.34089471675927,-71.06892711295652,"(42.34089471675927, -71.06892711295652)"
232026908,1831,,SICK ASSIST,A1, ,0,2023-04-07 16:17:00+00,2023,4,Friday,16,,LEGENDS WAY,42.36643546331782,-71.06135412537031,"(42.36643546331782, -71.06135412537031)"
232026943,3114,,INVESTIGATE PROPERTY,A1, ,0,2023-04-07 16:30:00+00,2023,4,Friday,16,,LEGENDS WAY,42.36643546331782,-71.06135412537031,"(42.36643546331782, -71.06135412537031)"
232026906,3821,,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,D4, ,0,2023-04-07 16:31:00+00,2023,4,Friday,16,,"BOYLSTON ST & DARTMOUTH ST
BOSTON  MA 02116
UNITED",42.350080001891534,-71.07734997773767,"(42.350080001891534, -71.07734997773767)"
232026911,3501,,MISSING PERSON,B2, ,0,2023-04-07 16:44:00+00,2023,4,Friday,16,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
232026918,3112,,LANDLORD - TENANT,B2, ,0,2023-04-07 16:52:00+00,2023,4,Friday,16,,DUDLEY STREET,,,
232026929,1831,,SICK ASSIST,B3, ,0,2023-04-07 16:53:00+00,2023,4,Friday,16,,YORK ST,42.29955614222812,-71.0807376722913,"(42.29955614222812, -71.0807376722913)"
232026926,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E5, ,0,2023-04-07 16:54:00+00,2023,4,Friday,16,,"UKRAINE WAY & WASHINGTON ST
JAMAICA PLAIN  MA 0213",42.29824700300439,-71.11587405860026,"(42.29824700300439, -71.11587405860026)"
232026923,1832,,SICK ASSIST - DRUG RELATED ILLNESS,C11, ,0,2023-04-07 16:58:00+00,2023,4,Friday,16,,WHITTEN ST,42.293755001275954,-71.05789108610549,"(42.293755001275954, -71.05789108610549)"
232026916,3114,,INVESTIGATE PROPERTY,C11, ,0,2023-04-07 17:08:00+00,2023,4,Friday,17,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
232026924,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,, ,0,2023-04-07 17:28:00+00,2023,4,Friday,17,,PUBLIC ALLEY 903,,,
232026939,3115,,INVESTIGATE PERSON,C11, ,0,2023-04-07 17:39:00+00,2023,4,Friday,17,,"CENTRE ST & NIXON ST
DORCHESTER  MA 02124
UNITED S",42.29233496574248,-71.06459805584643,"(42.29233496574248, -71.06459805584643)"
232026935,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D4, ,0,2023-04-07 17:40:00+00,2023,4,Friday,17,,"TRAVELER ST & WASHINGTON ST
BOSTON  MA 02118
UNITE",42.34498096632677,-71.06530996602079,"(42.34498096632677, -71.06530996602079)"
232026931,801,,ASSAULT - SIMPLE,B3,435,0,2023-04-07 17:48:00+00,2023,4,Friday,17,,EDSON ST,42.286237082705114,-71.07768279210775,"(42.286237082705114, -71.07768279210775)"
232026974,616,,LARCENY THEFT OF BICYCLE,D4,620,0,2023-04-07 17:50:00+00,2023,4,Friday,17,,BOYLSTON ST,42.34710196239873,-71.08841745624566,"(42.34710196239873, -71.08841745624566)"
232026940,801,,ASSAULT - SIMPLE,D14, ,0,2023-04-07 17:54:00+00,2023,4,Friday,17,,"HARVARD AVE & BRIGHTON AVE
BRIGHTON  MA 02134
UNIT",42.35307004150469,-71.13211598915987,"(42.35307004150469, -71.13211598915987)"
232026933,801,,ASSAULT - SIMPLE,A1, ,0,2023-04-07 17:54:00+00,2023,4,Friday,17,,TREMONT ST,42.356375305463075,-71.06213512963006,"(42.356375305463075, -71.06213512963006)"
232026938,1102,,FRAUD - FALSE PRETENSE / SCHEME,C11, ,0,2023-04-07 17:56:00+00,2023,4,Friday,17,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
